iter	RMSE
129	153.6651209
130	153.1041825
131	152.5148101
132	151.9077448
133	151.306093
134	150.6575165
135	150.0147349
136	149.4126165
137	148.8138441
138	148.2670207
139	147.7158049
140	147.1348894
141	146.5954648
142	146.0688601
143	145.548533
144	144.9767454
145	144.4314302
146	143.9191192
147	143.3713352
148	142.8386087
149	142.3855913
150	141.8744201
151	141.3763543
152	140.8969329
153	140.4261661
154	139.9234857
155	139.4732127
156	139.0599375
157	138.6364464
158	138.2435188
159	137.8490922
160	137.4283456
161	137.0134411
162	136.6336054
163	136.2413777
164	135.8666354
165	135.4990148
166	135.1435654
167	134.7486052
168	134.3683072
169	134.0303672
170	133.6402821
171	133.2394581
172	132.8778325
173	132.5488623
174	132.2224569
175	131.8608465
176	131.5249398
177	131.20902
178	130.8923453
179	130.5719842
180	130.2254941
181	129.9589221
182	129.6576536
183	129.3283926
184	129.0034445
185	128.6991614
186	128.4165297
187	128.1746354
188	127.9266149
189	127.6883424
190	127.4334006
191	127.153239
192	126.8687639
193	126.6251217
194	126.369383
195	126.1277908
196	125.882334
197	125.6231587
198	125.34974
199	125.1215946
200	124.8923385
201	124.680511
202	124.4364616
203	124.2138773
204	123.9906006
205	123.8080279
206	123.6231026
207	123.4194597
208	123.2077191
209	122.9961659
210	122.7897328
211	122.577815
212	122.4200358
213	122.2449053
214	122.0400879
215	121.8457922
216	121.6599789
217	121.4973791
218	121.3361142
219	121.1404555
220	120.9601163
221	120.7873148
222	120.6004353
223	120.4616098
224	120.2899949
225	120.1521351
226	119.9581849
227	119.8057589
228	119.6433869
229	119.4858572
230	119.3300063
231	119.1812948
232	119.0591413
233	118.9258102
234	118.7940523
235	118.6411409
236	118.5117846
237	118.3801071
238	118.2308042
239	118.1122216
240	117.9648057
241	117.8529723
242	117.7146855
243	117.621094
244	117.5016014
245	117.3925004
246	117.2915664
247	117.1651582
248	117.0626936
249	116.9155004
250	116.7897889
251	116.6864327
252	116.5877271
253	116.4537174
254	116.3423393
255	116.2213252
256	116.1074335
257	116.0304489
258	115.9549124
259	115.8765553
260	115.7807427
261	115.7131139
262	115.6443121
263	115.5418589
264	115.4662585
265	115.3529469
266	115.2712668
267	115.2044829
268	115.1168455
269	115.0499889
270	114.9745802
271	114.8872205
272	114.795696
273	114.7256092
274	114.6468576
275	114.5749372
276	114.4952276
277	114.4321401
278	114.3630306
279	114.3059689
280	114.2596031
281	114.1955594
282	114.143148
283	114.0613328
284	113.9783632
285	113.8994128
286	113.8389205
287	113.7507428
288	113.6960757
289	113.6296287
290	113.5576726
291	113.5045158
292	113.450993
293	113.3734519
294	113.322633
295	113.2590847
296	113.2117211
297	113.1455881
298	113.1031117
299	113.0603659
300	113.0158537
301	112.9461921
302	112.9073396
303	112.8488702
304	112.7931311
305	112.7412788
306	112.6840516
307	112.6198305
308	112.5580283
309	112.4986451
310	112.4316186
311	112.3853733
312	112.3515168
313	112.3117015
314	112.2628842
315	112.210228
316	112.1533834
317	112.1045893
318	112.0451465
319	112.0029208
320	111.9527617
321	111.9085955
322	111.8611459
323	111.8168777
324	111.7921519
325	111.7436888
326	111.6928941
327	111.6495021
328	111.601097
329	111.5429215
330	111.5154294
331	111.4644487
332	111.42942
333	111.396874
334	111.3514668
335	111.3082966
336	111.2624474
337	111.2275634
338	111.1797193
339	111.1274935
340	111.1013219
341	111.0467545
342	111.0061068
343	110.9746827
344	110.9291377
345	110.8889029
346	110.8432479
347	110.813469
348	110.7755159
349	110.7454227
350	110.6955944
351	110.6604489
352	110.6093549
353	110.57557
354	110.5407054
355	110.5040786
356	110.4814494
357	110.4425503
358	110.41157
359	110.3770487
360	110.3480565
361	110.3138608
362	110.277287
363	110.2306015
364	110.1945572
365	110.1508278
366	110.1347348
367	110.1127755
368	110.086823
369	110.0556809
370	110.0314362
371	110.0011559
372	109.9776856
373	109.9517006
374	109.934393
375	109.9009526
376	109.8615356
377	109.8239942
378	109.8177905
379	109.782113
380	109.7587096
381	109.722283
382	109.6886746
383	109.6597065
384	109.6445325
385	109.6250699
386	109.6061006
387	109.5766933
388	109.5403286
389	109.524218
390	109.5025328
391	109.4767577
392	109.4478964
393	109.4118149
394	109.3895868
395	109.3800886
396	109.3605573
397	109.3366023
398	109.323341
399	109.3022427
400	109.2785175
401	109.2681105
402	109.2488702
403	109.2280687
404	109.2065825
405	109.1961121
406	109.1798727
407	109.1556805
408	109.1205486
409	109.0875825
410	109.0633079
411	109.0365675
412	109.0196123
413	108.9997769
414	108.9853993
415	108.9667037
416	108.9558041
417	108.9342525
418	108.9218258
419	108.8994556
420	108.8786225
421	108.8601594
422	108.8281522
423	108.8052722
424	108.7814146
425	108.7550747
426	108.7312077
427	108.7287884
428	108.7016681
429	108.6919833
430	108.6803212
431	108.6630966
432	108.6408609
433	108.618558
434	108.5972635
435	108.5752361
436	108.5604534
437	108.5346562
438	108.5189854
439	108.5040776
440	108.4913775
441	108.4646814
442	108.4436065
443	108.426527
444	108.4106168
445	108.4084391
446	108.3908733
447	108.3815083
448	108.365764
449	108.3452954
450	108.3371116
451	108.3252578
452	108.320147
453	108.2997606
454	108.289505
455	108.2789492
456	108.2679657
457	108.2445783
458	108.2319739
459	108.2213596
460	108.1986516
461	108.1875535
462	108.1783766
463	108.163201
464	108.1480991
465	108.1278245
466	108.110604
467	108.088349
468	108.0794275
469	108.0722173
470	108.0535731
471	108.0358728
472	108.0285831
473	108.0141241
474	107.9932363
475	107.9724998
476	107.9592421
477	107.9435684
478	107.9426552
479	107.9381189
480	107.9290681
481	107.909252
482	107.9033839
483	107.8830806
484	107.8707156
485	107.8633741
486	107.8475775
487	107.8385934
488	107.8222444
489	107.8074816
490	107.7873898
491	107.764603
492	107.7532693
493	107.7350357
494	107.7263374
495	107.696653
496	107.6960013
497	107.6749696
498	107.6682013
499	107.6456461
500	107.6379316
501	107.6272387
502	107.6099775
503	107.5954969
504	107.5754227
505	107.5511793
506	107.5424105
507	107.529727
508	107.5208264
509	107.5134395
510	107.5013122
511	107.4913386
512	107.4839981
513	107.477689
514	107.4675521
515	107.4602853
516	107.4456917
517	107.4343876
518	107.4215025
519	107.4156187
520	107.3997982
521	107.3913281
522	107.378194
523	107.3648874
524	107.3452826
525	107.3329934
526	107.3259275
527	107.3084611
528	107.3011713
