iter	Passed	Remaining
394	7838	12005
395	7861	11991
396	7882	11972
397	7903	11954
398	7926	11939
399	7948	11922
400	7966	11900
401	7986	11880
402	8005	11859
403	8024	11837
404	8043	11817
405	8063	11796
406	8082	11775
407	8101	11754
408	8119	11732
409	8142	11717
410	8164	11701
411	8191	11690
412	8213	11674
413	8234	11655
414	8255	11636
415	8274	11616
416	8292	11594
417	8311	11572
418	8333	11555
419	8356	11540
420	8377	11521
421	8399	11503
422	8421	11488
423	8443	11469
424	8465	11453
425	8491	11441
426	8534	11452
427	8542	11416
428	8571	11408
429	8594	11392
430	8619	11379
431	8641	11361
432	8662	11343
433	8687	11329
434	8706	11308
435	8728	11290
436	8752	11275
437	8772	11256
438	8794	11238
439	8818	11224
440	8841	11207
441	8866	11193
442	8889	11177
443	8909	11157
444	8937	11146
445	8947	11114
446	8985	11116
447	9005	11096
448	9024	11074
449	9043	11053
450	9062	11031
451	9079	11007
452	9095	10983
453	9112	10958
454	9132	10938
455	9153	10919
456	9171	10897
457	9197	10884
458	9217	10863
459	9233	10839
460	9252	10818
461	9272	10797
462	9292	10777
463	9308	10753
464	9324	10728
465	9345	10709
466	9383	10709
467	9405	10691
468	9423	10669
469	9441	10646
470	9463	10628
471	9479	10604
472	9496	10580
473	9513	10557
474	9530	10533
475	9546	10509
476	9564	10487
477	9582	10464
478	9587	10428
479	9604	10405
480	9624	10384
481	9642	10362
482	9659	10339
483	9680	10320
484	9697	10297
485	9714	10274
486	9732	10251
487	9750	10229
488	9766	10205
489	9785	10184
490	9814	10174
491	9836	10156
492	9855	10134
493	9873	10113
494	9892	10092
495	9910	10070
496	9915	10035
497	9934	10014
498	9953	9993
499	9973	9973
500	9993	9953
501	10014	9935
502	10036	9916
503	10055	9896
504	10074	9874
505	10092	9853
506	10110	9831
507	10131	9812
508	10153	9794
509	10178	9779
510	10203	9764
511	10235	9755
512	10255	9735
513	10272	9712
514	10291	9691
515	10312	9673
516	10331	9652
517	10352	9632
518	10371	9612
519	10390	9590
520	10412	9573
521	10432	9552
522	10448	9529
523	10465	9506
524	10482	9484
525	10501	9463
526	10518	9440
527	10534	9417
528	10550	9393
