iter	Passed	Remaining
179	3275	14920
180	3293	14903
181	3309	14873
182	3325	14846
183	3360	14903
184	3387	14924
185	3405	14903
186	3424	14886
187	3440	14861
188	3461	14851
189	3484	14855
190	3500	14826
191	3516	14796
192	3532	14771
193	3549	14747
194	3565	14717
195	3580	14686
196	3598	14667
197	3613	14637
198	3624	14589
199	3639	14557
200	3655	14529
201	3673	14510
202	3689	14483
203	3704	14454
204	3719	14423
205	3734	14393
206	3749	14363
207	3764	14334
208	3780	14306
209	3795	14279
210	3810	14249
211	3825	14219
212	3841	14192
213	3860	14179
214	3882	14177
215	3913	14204
216	3933	14194
217	3950	14170
218	3966	14146
219	3983	14124
220	3999	14099
221	4024	14102
222	4040	14077
223	4059	14061
224	4074	14035
225	4091	14011
226	4106	13985
227	4122	13958
228	4138	13932
229	4159	13923
230	4167	13874
231	4183	13850
232	4199	13825
233	4214	13797
234	4232	13779
235	4243	13736
236	4258	13711
237	4277	13693
238	4297	13683
239	4318	13676
240	4337	13660
241	4359	13655
242	4378	13639
243	4404	13646
244	4410	13590
245	4438	13602
246	4461	13601
247	4479	13582
248	4495	13557
249	4511	13533
250	4528	13513
251	4545	13491
252	4561	13468
253	4577	13445
254	4594	13422
255	4611	13401
256	4629	13384
257	4647	13365
258	4663	13341
259	4678	13316
260	4694	13292
261	4712	13273
262	4727	13248
263	4743	13224
264	4760	13204
265	4776	13181
266	4792	13157
267	4809	13135
268	4828	13121
269	4851	13116
270	4870	13102
271	4893	13098
272	4922	13108
273	4942	13095
274	4977	13122
275	5006	13133
276	5026	13119
277	5043	13098
278	5060	13076
279	5076	13054
280	5094	13036
281	5111	13015
282	5127	12991
283	5144	12970
284	5161	12948
285	5177	12926
286	5204	12928
287	5226	12922
288	5245	12904
289	5261	12881
290	5276	12854
291	5290	12828
292	5305	12801
293	5319	12774
294	5334	12747
295	5349	12723
296	5365	12699
297	5379	12673
298	5395	12648
299	5410	12624
300	5425	12599
301	5440	12573
302	5455	12549
303	5473	12530
304	5491	12512
305	5508	12492
306	5525	12472
307	5543	12455
308	5562	12440
309	5581	12422
310	5596	12398
311	5611	12374
312	5627	12351
313	5644	12331
314	5668	12327
315	5686	12308
316	5702	12286
317	5718	12264
318	5734	12242
319	5751	12222
320	5767	12199
321	5783	12177
322	5798	12153
323	5813	12129
324	5827	12103
325	5842	12079
326	5857	12055
327	5876	12038
328	5922	12078
329	5941	12063
330	5958	12042
331	5973	12019
332	5990	11999
333	6006	11976
334	6022	11954
335	6038	11933
336	6054	11911
337	6069	11887
338	6083	11862
339	6106	11852
340	6123	11833
341	6142	11817
342	6162	11804
343	6181	11788
344	6211	11792
345	6237	11790
346	6260	11781
347	6281	11768
348	6303	11759
349	6325	11747
350	6346	11733
351	6367	11721
352	6388	11709
353	6410	11698
354	6433	11689
355	6461	11688
356	6486	11682
357	6507	11669
358	6527	11654
359	6545	11635
360	6562	11616
361	6578	11594
362	6600	11583
363	6616	11561
364	6634	11541
365	6658	11534
366	6676	11516
367	6692	11494
368	6697	11452
369	6714	11432
370	6730	11410
371	6746	11388
372	6762	11367
373	6778	11346
374	6797	11328
375	6812	11306
376	6828	11284
377	6845	11264
378	6863	11246
379	6898	11255
380	6946	11285
381	6983	11298
382	7002	11281
383	7017	11257
384	7033	11234
385	7050	11214
386	7065	11191
387	7082	11172
388	7098	11149
389	7114	11127
390	7130	11105
391	7146	11084
392	7161	11061
393	7176	11038
394	7192	11016
395	7210	10998
396	7225	10975
397	7241	10952
398	7256	10930
399	7272	10908
400	7276	10869
401	7291	10846
402	7306	10823
403	7321	10801
404	7336	10778
405	7355	10760
406	7376	10746
407	7392	10725
408	7407	10704
409	7425	10684
410	7441	10664
411	7455	10641
412	7471	10618
413	7489	10601
414	7513	10590
415	7533	10576
416	7550	10556
417	7566	10534
418	7583	10516
419	7603	10499
420	7625	10486
421	7642	10467
422	7657	10445
423	7672	10423
424	7689	10403
425	7705	10382
426	7720	10360
427	7735	10338
428	7750	10315
429	7765	10294
430	7780	10271
431	7794	10247
432	7810	10227
433	7828	10209
434	7844	10188
435	7867	10177
436	7884	10158
437	7906	10145
438	7929	10133
439	7947	10115
440	7969	10101
441	7985	10081
442	8006	10067
443	8026	10050
444	8042	10030
445	8059	10011
446	8078	9994
447	8088	9966
448	8111	9954
449	8131	9938
450	8149	9919
451	8166	9900
452	8182	9880
453	8201	9863
454	8218	9844
455	8235	9824
456	8252	9805
457	8269	9785
458	8286	9766
459	8302	9746
460	8319	9727
461	8337	9708
462	8354	9689
463	8370	9669
464	8386	9649
465	8403	9629
466	8419	9609
467	8436	9590
468	8453	9570
469	8470	9551
470	8488	9534
471	8520	9531
472	8544	9519
473	8572	9512
474	8608	9514
475	8629	9499
476	8648	9482
477	8664	9462
478	8682	9443
479	8698	9423
480	8714	9403
481	8730	9383
482	8746	9362
483	8763	9342
484	8781	9324
485	8801	9308
486	8817	9287
487	8832	9266
488	8847	9245
489	8862	9223
490	8878	9204
491	8894	9183
492	8910	9163
493	8926	9143
494	8943	9123
495	8959	9103
496	8976	9084
497	8983	9055
498	9003	9039
499	9020	9020
500	9035	8999
501	9051	8979
502	9066	8958
503	9081	8937
504	9098	8918
505	9113	8897
506	9128	8876
507	9143	8855
508	9160	8836
509	9177	8817
510	9193	8797
511	9209	8777
512	9224	8757
513	9241	8738
514	9260	8720
515	9283	8707
516	9305	8693
517	9322	8674
518	9343	8659
519	9365	8644
520	9383	8626
521	9400	8607
522	9416	8588
523	9432	8568
524	9448	8548
525	9463	8528
526	9478	8507
527	9493	8486
528	9510	8467
529	9526	8447
530	9541	8427
531	9557	8407
532	9572	8386
533	9587	8366
534	9601	8345
535	9617	8325
536	9633	8305
537	9648	8285
538	9663	8265
539	9678	8244
540	9696	8226
541	9716	8210
542	9737	8195
543	9763	8184
544	9787	8171
545	9810	8157
546	9830	8141
547	9849	8124
548	9869	8108
549	9889	8091
550	9923	8086
551	9945	8071
552	9973	8061
553	9996	8047
554	10017	8031
555	10034	8013
556	10052	7994
557	10069	7976
558	10086	7957
559	10103	7938
560	10119	7919
561	10137	7900
562	10154	7882
563	10170	7862
564	10186	7842
565	10205	7825
566	10223	7807
567	10240	7788
568	10258	7770
569	10293	7765
570	10325	7757
571	10360	7751
572	10379	7734
573	10396	7715
574	10413	7696
575	10430	7678
576	10447	7659
577	10464	7640
578	10482	7621
579	10499	7603
580	10528	7592
581	10545	7573
582	10564	7556
583	10582	7538
584	10600	7520
585	10617	7500
586	10637	7483
587	10652	7464
588	10668	7444
589	10683	7424
590	10698	7403
591	10712	7383
592	10731	7365
593	10746	7345
594	10755	7320
595	10770	7301
596	10788	7282
597	10804	7263
598	10821	7244
599	10837	7224
600	10851	7204
601	10866	7183
602	10881	7163
603	10898	7145
604	10914	7126
605	10929	7106
606	10945	7086
607	10960	7066
608	10977	7047
609	10999	7032
610	11021	7017
611	11048	7004
612	11077	6993
613	11107	6983
614	11131	6968
615	11160	6957
616	11184	6942
617	11207	6927
618	11228	6911
619	11248	6894
620	11272	6879
621	11291	6862
622	11312	6845
623	11334	6829
624	11362	6817
625	11384	6801
626	11404	6784
627	11424	6767
628	11446	6751
629	11462	6731
630	11474	6710
631	11489	6690
632	11504	6670
633	11521	6651
634	11536	6631
635	11551	6611
636	11567	6592
637	11589	6575
638	11605	6556
639	11621	6537
640	11637	6517
641	11655	6499
642	11672	6480
643	11689	6461
644	11708	6444
645	11731	6428
646	11752	6412
647	11770	6393
648	11787	6374
649	11804	6356
650	11821	6337
651	11837	6318
652	11855	6299
653	11873	6281
654	11891	6263
655	11908	6244
656	11931	6229
657	11948	6210
658	11965	6191
659	11980	6171
660	11998	6153
661	12019	6137
662	12039	6119
663	12056	6100
664	12078	6084
665	12108	6072
666	12126	6054
667	12143	6035
668	12162	6017
669	12180	5999
670	12199	5981
671	12216	5962
672	12232	5943
673	12248	5924
674	12266	5906
675	12283	5887
676	12302	5869
677	12320	5851
678	12338	5832
679	12359	5816
680	12390	5804
681	12417	5790
682	12433	5770
683	12448	5750
684	12463	5731
685	12480	5712
686	12496	5693
687	12512	5674
688	12527	5654
689	12544	5635
690	12560	5616
691	12575	5597
692	12590	5577
693	12605	5558
694	12621	5539
695	12633	5518
696	12649	5499
697	12664	5479
698	12679	5459
699	12700	5442
700	12716	5424
701	12732	5405
702	12748	5385
703	12764	5366
704	12780	5347
705	12797	5329
706	12813	5310
707	12830	5291
708	12846	5272
709	12862	5253
710	12878	5234
711	12894	5215
712	12911	5197
713	12927	5178
714	12946	5160
715	12972	5145
716	12991	5127
717	13009	5109
718	13026	5090
719	13042	5072
720	13060	5053
721	13076	5035
722	13092	5016
723	13108	4997
724	13124	4978
725	13140	4959
726	13155	4940
727	13170	4920
728	13186	4901
729	13201	4882
730	13216	4863
731	13231	4844
732	13247	4825
733	13262	4806
734	13277	4787
735	13293	4768
736	13308	4749
737	13325	4730
738	13344	4713
739	13359	4694
740	13374	4674
741	13390	4655
742	13405	4636
743	13422	4618
744	13441	4600
745	13461	4583
746	13477	4564
747	13494	4546
748	13510	4527
749	13526	4508
750	13542	4490
751	13559	4471
752	13576	4453
753	13592	4434
754	13608	4416
755	13624	4397
756	13640	4378
757	13657	4360
758	13674	4341
759	13690	4323
760	13709	4305
761	13725	4287
762	13745	4269
763	13763	4251
764	13783	4234
765	13800	4215
766	13816	4197
767	13833	4178
768	13850	4160
769	13869	4142
770	13887	4124
771	13904	4106
772	13924	4089
773	13948	4072
774	13967	4054
775	14002	4042
776	14035	4028
777	14059	4011
778	14079	3994
779	14096	3975
780	14113	3957
781	14130	3939
782	14151	3921
783	14176	3905
784	14194	3887
785	14212	3869
786	14229	3851
787	14246	3832
788	14262	3814
789	14280	3796
790	14298	3778
791	14314	3759
792	14328	3740
793	14343	3721
794	14358	3702
795	14374	3683
796	14393	3666
797	14409	3647
798	14425	3629
799	14442	3610
800	14458	3592
801	14473	3573
802	14490	3554
803	14506	3536
804	14521	3517
805	14538	3499
806	14562	3482
807	14602	3469
808	14630	3454
809	14647	3435
810	14668	3418
811	14685	3400
812	14710	3383
813	14730	3366
814	14747	3347
815	14763	3328
816	14780	3310
817	14796	3292
818	14817	3274
819	14841	3257
820	14858	3239
821	14874	3220
822	14891	3202
823	14910	3184
824	14926	3166
825	14942	3147
826	14959	3129
827	14974	3110
828	14989	3091
829	15005	3073
830	15021	3054
831	15038	3036
832	15053	3017
833	15070	2999
834	15090	2981
835	15109	2964
836	15125	2945
837	15141	2927
838	15156	2908
839	15174	2890
840	15190	2871
841	15209	2854
842	15226	2835
843	15243	2817
844	15260	2799
845	15282	2781
846	15298	2763
847	15314	2744
848	15331	2726
849	15348	2708
850	15365	2690
851	15385	2672
852	15404	2654
853	15429	2637
854	15446	2619
855	15466	2601
856	15483	2583
857	15499	2565
858	15515	2546
859	15531	2528
860	15547	2509
861	15564	2491
862	15583	2473
863	15599	2455
864	15615	2437
865	15631	2418
866	15648	2400
867	15665	2382
868	15687	2364
869	15711	2347
870	15732	2330
871	15748	2311
872	15765	2293
873	15786	2275
874	15805	2257
875	15825	2240
876	15843	2221
877	15860	2203
878	15877	2185
879	15910	2169
880	15940	2153
881	15958	2135
882	15977	2117
883	15994	2098
884	16013	2080
885	16030	2062
886	16045	2044
887	16061	2025
888	16083	2008
889	16107	1990
890	16128	1973
891	16143	1954
892	16157	1936
893	16175	1917
894	16191	1899
895	16207	1881
896	16224	1863
897	16239	1844
898	16254	1826
899	16270	1807
900	16286	1789
901	16303	1771
902	16318	1752
903	16334	1734
904	16353	1716
905	16376	1699
906	16394	1681
907	16411	1662
908	16426	1644
909	16442	1626
910	16458	1607
911	16474	1589
912	16492	1571
913	16510	1553
914	16533	1535
915	16552	1517
916	16568	1499
917	16583	1481
918	16600	1463
919	16617	1445
920	16635	1426
921	16652	1408
922	16670	1390
923	16692	1372
924	16713	1355
925	16730	1337
926	16745	1318
927	16760	1300
928	16775	1282
929	16790	1263
930	16805	1245
931	16820	1227
932	16836	1209
933	16853	1190
934	16869	1172
935	16884	1154
936	16901	1136
937	16917	1118
938	16938	1100
939	16955	1082
940	16971	1064
941	16986	1045
942	17004	1027
943	17030	1010
944	17047	992
945	17064	974
946	17082	956
947	17098	937
948	17114	919
949	17132	901
950	17150	883
951	17171	865
952	17188	847
953	17203	829
954	17220	811
955	17240	793
956	17268	775
957	17286	757
958	17305	739
959	17323	721
960	17340	703
961	17357	685
962	17374	667
963	17392	649
964	17408	631
965	17424	613
966	17441	595
967	17458	577
968	17479	559
969	17499	541
970	17526	523
971	17548	505
972	17564	487
973	17581	469
974	17599	451
975	17616	433
976	17634	415
977	17651	397
978	17666	378
979	17698	361
980	17730	343
981	17747	325
982	17764	307
983	17783	289
984	17804	271
985	17823	253
986	17840	234
987	17857	216
988	17873	198
989	17888	180
990	17909	162
991	17926	144
992	17943	126
993	17958	108
994	17973	90
995	17988	72
996	18003	54
997	18021	36
998	18037	18
999	18053	0
