iter	Passed	Remaining
948	19446	1045
949	19462	1024
950	19480	1003
951	19499	983
952	19516	962
953	19533	941
954	19549	921
955	19565	900
956	19583	879
957	19602	859
958	19620	838
959	19636	818
960	19659	797
961	19678	777
962	19697	756
963	19722	736
964	19744	716
965	19771	695
966	19790	675
967	19808	654
968	19824	634
969	19841	613
970	19857	593
971	19874	572
972	19907	552
973	19936	532
974	19955	511
975	19971	491
976	19988	470
977	20015	450
978	20037	429
979	20054	409
980	20070	388
981	20085	368
982	20102	347
983	20117	327
984	20134	306
985	20150	286
986	20166	265
987	20181	245
988	20197	224
989	20213	204
990	20229	183
991	20248	163
992	20266	142
993	20284	122
994	20313	102
995	20342	81
996	20366	61
997	20386	40
998	20408	20
999	20434	0
