iter	Passed	Remaining
1223	33084	7460
1224	33105	7431
1225	33127	7403
1226	33149	7375
1227	33172	7347
1228	33196	7319
1229	33217	7291
1230	33237	7263
1231	33259	7235
1232	33280	7206
1233	33302	7178
1234	33324	7150
1235	33346	7122
1236	33370	7095
1237	33393	7067
1238	33415	7039
1239	33435	7010
1240	33456	6982
1241	33478	6954
1242	33498	6926
1243	33518	6897
1244	33538	6869
1245	33558	6840
1246	33585	6814
1247	33608	6786
1248	33629	6758
1249	33649	6729
1250	33677	6703
1251	33706	6676
1252	33729	6649
1253	33750	6621
1254	33777	6594
1255	33803	6566
1256	33825	6539
1257	33845	6510
1258	33865	6482
1259	33886	6454
1260	33908	6426
1261	33927	6398
1262	33948	6370
1263	33973	6343
1264	33995	6315
1265	34019	6287
1266	34043	6260
1267	34070	6233
1268	34106	6208
1269	34137	6182
1270	34181	6158
1271	34228	6135
1272	34257	6108
1273	34282	6081
1274	34308	6054
1275	34338	6028
1276	34361	6000
1277	34383	5972
1278	34410	5945
1279	34439	5919
1280	34465	5892
1281	34490	5864
1282	34513	5837
1283	34539	5810
1284	34566	5783
1285	34593	5756
1286	34616	5729
1287	34645	5702
1288	34670	5675
1289	34696	5648
1290	34720	5620
1291	34747	5593
1292	34773	5566
1293	34798	5539
1294	34823	5512
1295	34847	5485
1296	34870	5457
1297	34892	5430
1298	34919	5403
1299	34947	5376
1300	34973	5349
1301	35000	5322
1302	35022	5295
1303	35046	5267
1304	35068	5240
1305	35089	5212
1306	35110	5184
1307	35131	5156
1308	35155	5129
1309	35179	5102
1310	35202	5075
1311	35226	5047
1312	35249	5020
1313	35271	4992
1314	35294	4965
1315	35318	4938
1316	35339	4910
1317	35365	4883
1318	35388	4856
1319	35409	4828
1320	35431	4801
1321	35454	4773
1322	35480	4746
1323	35502	4719
1324	35526	4692
1325	35552	4665
1326	35576	4638
1327	35608	4611
1328	35632	4584
1329	35653	4557
1330	35678	4530
1331	35701	4502
1332	35723	4475
1333	35745	4448
1334	35765	4420
1335	35787	4393
1336	35810	4365
1337	35830	4338
1338	35850	4310
1339	35870	4283
1340	35891	4255
1341	35913	4228
1342	35934	4200
1343	35958	4173
1344	35979	4146
1345	36001	4119
1346	36024	4091
1347	36045	4064
1348	36067	4037
1349	36090	4010
1350	36113	3982
1351	36134	3955
1352	36162	3928
1353	36189	3902
1354	36223	3876
1355	36251	3849
1356	36280	3823
1357	36310	3796
1358	36341	3770
1359	36371	3744
1360	36401	3717
1361	36432	3691
1362	36476	3666
1363	36506	3639
1364	36538	3613
1365	36572	3587
1366	36604	3561
1367	36639	3535
1368	36681	3510
1369	36750	3487
1370	36805	3463
1371	36847	3437
1372	36883	3411
1373	36924	3386
1374	36968	3360
1375	37021	3336
1376	37057	3310
1377	37086	3283
1378	37118	3256
1379	37149	3230
1380	37176	3203
1381	37205	3176
1382	37234	3150
1383	37262	3123
1384	37295	3096
1385	37324	3069
1386	37359	3043
1387	37388	3016
1388	37424	2990
1389	37453	2963
1390	37485	2937
1391	37554	2913
1392	37583	2886
1393	37614	2860
1394	37641	2833
1395	37669	2806
1396	37699	2779
1397	37725	2752
1398	37751	2725
1399	37779	2698
1400	37809	2671
1401	37835	2644
1402	37862	2617
1403	37889	2590
1404	37917	2563
1405	37940	2536
1406	37962	2509
1407	37985	2482
1408	38010	2454
1409	38033	2427
1410	38058	2400
1411	38081	2373
1412	38104	2346
1413	38127	2318
1414	38149	2291
1415	38172	2264
1416	38195	2237
1417	38217	2210
1418	38242	2182
1419	38267	2155
1420	38301	2129
1421	38333	2102
1422	38375	2076
1423	38404	2049
1424	38431	2022
1425	38459	1995
1426	38487	1968
1427	38513	1941
1428	38545	1915
1429	38580	1888
1430	38621	1862
1431	38655	1835
1432	38689	1808
1433	38721	1782
1434	38752	1755
1435	38785	1728
1436	38813	1701
1437	38850	1675
1438	38880	1648
