iter	RMSE
332	95.25113801
333	95.20491881
334	95.19505035
335	95.17840613
336	95.15622578
337	95.14399829
338	95.105374
339	95.08199137
340	95.0194898
341	95.01535027
342	95.01301909
343	94.99108828
344	94.96194397
345	94.95168692
346	94.93159748
347	94.90329152
348	94.88976011
349	94.872114
350	94.79846798
351	94.75686786
352	94.72165506
353	94.7200974
354	94.71788991
355	94.68854136
356	94.65998235
357	94.62778227
358	94.59530072
359	94.59288653
360	94.58110509
361	94.56883364
362	94.54889768
363	94.49150337
364	94.46519065
365	94.43110473
366	94.41380405
367	94.3849196
368	94.3612113
369	94.33751335
370	94.33238806
371	94.30849393
372	94.24644171
373	94.24247396
374	94.20675925
375	94.20034153
376	94.17199111
377	94.1377052
378	94.13558861
379	94.10574547
380	94.06946257
381	93.98943931
382	93.97430994
383	93.97205444
384	93.95618216
385	93.95452186
386	93.93178453
387	93.89622334
388	93.88297117
389	93.87331608
390	93.85184107
391	93.82019657
392	93.81081408
393	93.80833109
394	93.80644076
395	93.79486073
396	93.76276935
397	93.75847544
398	93.7369072
399	93.73102705
400	93.72526721
401	93.7134623
402	93.69516721
403	93.69405641
404	93.68282094
405	93.6806546
406	93.67852736
407	93.65530514
408	93.64977529
409	93.64086621
410	93.61782876
411	93.58534106
412	93.56354175
413	93.54823113
414	93.52848294
415	93.49128535
416	93.48746336
417	93.42625096
418	93.42479
419	93.40553048
420	93.38459014
421	93.3724718
422	93.36143137
423	93.29706095
424	93.2879705
425	93.27275608
426	93.2486198
427	93.20866957
428	93.17198202
429	93.15597991
430	93.11704569
431	93.09814254
432	93.07374037
433	93.03804283
434	93.03489909
435	93.01179835
436	93.00732704
437	92.97312605
438	92.96527466
439	92.94907801
440	92.91698982
441	92.88760868
442	92.88138429
443	92.8343309
444	92.81583066
445	92.7621709
446	92.71352684
447	92.69391419
448	92.66912183
449	92.65674598
450	92.64484057
451	92.6391367
452	92.60976438
453	92.59475911
454	92.58537559
455	92.56358806
456	92.53636778
457	92.48846926
458	92.47455655
459	92.44878899
460	92.43971119
461	92.41176423
462	92.40254237
463	92.39194325
464	92.36071574
465	92.33201045
466	92.28485351
467	92.2759647
468	92.26320351
469	92.24318637
470	92.23232557
471	92.21356047
472	92.16121995
473	92.13106624
474	92.11303613
475	92.08588356
476	92.01138351
477	91.972008
478	91.96751892
479	91.95696867
480	91.9543981
481	91.9444129
482	91.89580253
483	91.88163313
484	91.84747952
485	91.81581178
486	91.79244353
487	91.77364435
488	91.75348235
489	91.74516538
490	91.74223609
491	91.70400607
492	91.69512215
493	91.67133718
494	91.61089814
495	91.60279537
496	91.58877124
497	91.54669402
498	91.52892851
499	91.49488362
500	91.49395382
501	91.45679258
502	91.44913738
503	91.42094707
504	91.40383656
505	91.37894891
506	91.36935673
507	91.3679765
508	91.36119114
509	91.3412491
510	91.30232954
511	91.29884937
512	91.26447229
513	91.24945113
514	91.2236632
515	91.21142221
516	91.20970753
517	91.20384607
518	91.17987336
519	91.16819637
520	91.15326636
521	91.11781707
522	91.11158079
523	91.0798585
524	91.05793045
525	91.03322101
526	91.02541249
527	90.99496319
528	90.97233339
529	90.96103589
530	90.94236837
531	90.92343961
532	90.91047523
533	90.90802146
534	90.87310095
535	90.86166629
536	90.8274208
537	90.81162885
538	90.81069078
539	90.78182193
540	90.77415227
541	90.72909124
542	90.71914418
543	90.71803005
544	90.71348988
545	90.68975054
546	90.67749267
547	90.6618816
548	90.60098043
549	90.59347362
550	90.54334627
551	90.53398479
552	90.50493922
553	90.49486222
554	90.46931604
555	90.44567454
556	90.41540733
557	90.40625816
558	90.36657403
559	90.35110775
560	90.32695198
561	90.30818602
562	90.29018713
563	90.25834149
564	90.25506934
565	90.25435269
566	90.24868628
567	90.21948682
568	90.21600036
569	90.13876842
570	90.10663812
571	90.09747868
572	90.06860532
573	90.02347902
574	90.0143665
575	89.99922883
576	89.93953773
577	89.89154853
578	89.8713358
579	89.84412963
580	89.79597666
581	89.76589228
582	89.75049499
583	89.71259489
584	89.69066293
585	89.68143007
586	89.67756167
587	89.65375248
588	89.63525415
589	89.6336808
590	89.60689218
591	89.58642028
592	89.57477376
593	89.57272219
594	89.57102143
595	89.56973552
596	89.53813722
597	89.52262487
598	89.50961514
599	89.50537589
600	89.4856701
601	89.47395107
602	89.455033
603	89.44676139
604	89.4403788
605	89.43810511
606	89.43750798
607	89.40159664
608	89.38814817
609	89.36648098
610	89.33310714
611	89.31742311
612	89.28965466
613	89.28303758
614	89.26329364
615	89.25572535
616	89.2428366
617	89.23992195
618	89.21147338
619	89.19657223
620	89.15747435
621	89.13371766
622	89.13236336
623	89.12850435
624	89.12315489
625	89.10863922
626	89.09264966
627	89.03976068
628	89.03878269
629	89.01778397
630	88.99702114
631	88.96932119
632	88.94858583
633	88.94667357
634	88.94216191
635	88.90999418
636	88.85673964
637	88.81901003
638	88.8183022
639	88.78577701
640	88.78503311
641	88.76482353
642	88.7475604
643	88.7436925
644	88.71708563
645	88.71578495
646	88.69958461
647	88.69348009
648	88.68892445
649	88.68253395
650	88.66874317
651	88.65426432
652	88.65229718
653	88.65041071
654	88.63701225
655	88.59243288
656	88.58280293
657	88.55964354
658	88.54446583
659	88.5259829
660	88.51793743
661	88.50103281
662	88.48862904
663	88.46658674
664	88.44967442
665	88.43076856
666	88.41360598
667	88.39850454
668	88.37760267
669	88.37194277
670	88.33708948
671	88.33276975
672	88.30424581
673	88.28626464
674	88.27746945
675	88.27043469
676	88.25869921
677	88.23539863
678	88.22380244
679	88.1979544
680	88.18401695
681	88.15938093
682	88.12636896
683	88.10611043
684	88.10017253
685	88.0864215
686	88.08398411
687	88.07267266
688	88.06331976
689	88.00361875
690	87.98941381
691	87.96283863
692	87.95096144
693	87.93336762
694	87.93206782
695	87.92063246
696	87.91105394
697	87.8959453
698	87.89081831
699	87.87069234
700	87.85646411
701	87.84840026
702	87.78995667
703	87.74365899
704	87.72127316
705	87.70489169
706	87.68446287
707	87.66237732
708	87.61900157
709	87.58468536
710	87.58282854
711	87.55015593
712	87.52966011
713	87.49941964
714	87.47369161
715	87.47273772
716	87.45681891
717	87.44191342
718	87.42930167
719	87.41822302
720	87.39404203
721	87.38925218
722	87.38649083
723	87.38013932
724	87.35337668
725	87.33479292
726	87.30904419
727	87.28700985
728	87.27159664
729	87.25792131
730	87.25556603
731	87.243329
732	87.23177853
733	87.22598205
734	87.1994642
735	87.17340071
736	87.16622726
737	87.16202567
738	87.15919338
739	87.15601284
740	87.13982262
741	87.13183868
742	87.11376384
743	87.086016
744	87.07791151
745	87.05212729
746	87.02984041
747	87.00993495
748	86.98204938
749	86.97833768
750	86.95529044
751	86.94983975
752	86.94855859
753	86.94771801
754	86.93417894
755	86.91769866
756	86.90752616
757	86.89319104
758	86.86872505
759	86.85477021
760	86.8438373
761	86.83368257
762	86.80579951
763	86.79032483
764	86.77804734
765	86.76646342
766	86.74105168
767	86.73347759
768	86.68018097
769	86.66786466
770	86.66688408
771	86.65518111
772	86.63948132
773	86.62956249
774	86.62209433
775	86.59508529
776	86.58371678
777	86.57785636
778	86.56438982
779	86.56138928
780	86.55092961
781	86.5363321
782	86.50282541
783	86.48556878
784	86.47051493
785	86.45322475
786	86.42740309
787	86.41014629
788	86.40473139
789	86.39621267
790	86.37797367
791	86.3695246
792	86.34400103
793	86.33833407
794	86.33250689
795	86.29235728
796	86.28454117
797	86.25884815
798	86.23514638
799	86.22100769
800	86.21055685
801	86.17987725
802	86.15560942
803	86.15097872
804	86.14884731
805	86.14747741
806	86.14141906
807	86.13052301
808	86.11661907
809	86.09886679
810	86.0927443
811	86.08351298
812	86.06843616
813	86.03646481
814	86.03364709
815	86.01756905
816	86.00870476
817	85.98441157
818	85.97890438
819	85.9778162
820	85.97230699
821	85.96112346
822	85.9599431
823	85.94617496
824	85.91678377
825	85.91112083
826	85.89370528
827	85.88492484
828	85.88380948
829	85.8619921
830	85.83498458
831	85.81799034
832	85.81305802
833	85.80495526
834	85.78859958
835	85.77478982
836	85.77393789
837	85.75027431
838	85.73918516
839	85.73617943
840	85.71707453
841	85.70654631
842	85.69331094
843	85.69309953
844	85.67944568
845	85.66833318
846	85.6516241
847	85.64401956
848	85.63324109
849	85.62378028
850	85.60162176
851	85.57849761
852	85.57501278
853	85.54686115
854	85.5381677
855	85.50621243
856	85.47814861
857	85.4676208
858	85.46255674
859	85.46100735
860	85.43117287
861	85.4138593
862	85.40233401
863	85.38153046
864	85.37644587
865	85.35340318
866	85.33934212
867	85.32598612
868	85.31738115
869	85.2996681
870	85.29192729
871	85.28856055
872	85.28171395
873	85.26615885
874	85.26326591
875	85.23981567
876	85.23008248
877	85.22934976
878	85.22470592
879	85.21884831
880	85.20451667
881	85.19096579
882	85.18096324
883	85.14723922
884	85.13559879
885	85.13150072
886	85.10447854
887	85.09646437
888	85.08730745
889	85.07226647
890	85.05274748
891	85.05200162
892	85.04361228
893	85.02763264
894	85.01684318
895	84.99797829
896	84.99710871
897	84.99028278
898	84.98773861
899	84.98532977
900	84.95576817
901	84.94493601
902	84.93224859
903	84.92963651
904	84.91662517
905	84.89656111
906	84.85746808
907	84.84191914
908	84.82758397
909	84.81061645
910	84.79335778
911	84.77170321
912	84.75178118
913	84.73354431
914	84.72342241
915	84.71984964
916	84.71193758
917	84.71143291
918	84.69674779
919	84.69168276
920	84.67715479
921	84.66540849
922	84.63959618
923	84.63690045
924	84.6299015
925	84.59370907
926	84.56204506
927	84.55934486
928	84.53908829
929	84.53796766
930	84.49821997
931	84.48943767
932	84.47847071
933	84.44568163
934	84.4346237
935	84.4003192
936	84.39251174
937	84.36818608
938	84.34926668
939	84.32100496
940	84.31781236
941	84.30829299
942	84.29415678
943	84.26225169
944	84.23538201
945	84.20603752
946	84.18499982
947	84.15599168
948	84.14331764
949	84.1130666
950	84.09891741
951	84.0910085
952	84.08018343
953	84.07029179
954	84.05828162
955	84.03083001
956	84.02769831
957	84.02447893
958	84.02405448
959	84.00004489
960	83.98845394
961	83.97105203
962	83.9415562
963	83.93702146
964	83.9367848
965	83.917024
966	83.91181068
967	83.90541299
968	83.89392861
969	83.86520023
970	83.86246239
971	83.82887269
972	83.79997299
973	83.78215468
974	83.78052568
975	83.77067793
976	83.74821757
977	83.71672824
978	83.71099801
979	83.70140091
980	83.68733551
981	83.62735316
982	83.62673569
983	83.62063591
984	83.6180476
985	83.59935535
986	83.58816093
987	83.57935197
988	83.56910302
989	83.54643091
990	83.53511705
991	83.53057926
992	83.52528435
993	83.50377892
994	83.46614895
995	83.43306881
996	83.4311291
997	83.41491905
998	83.41087419
999	83.36466811
1000	83.35450129
1001	83.31127574
1002	83.3084748
1003	83.29024177
1004	83.27821281
1005	83.2671837
1006	83.24923017
1007	83.24471702
1008	83.22164549
1009	83.21633427
1010	83.20177529
1011	83.1986939
1012	83.15711799
1013	83.150092
1014	83.11401732
1015	83.09048089
1016	83.08938116
1017	83.06871392
1018	83.05824795
1019	83.03846683
1020	83.03049126
1021	83.01334043
1022	83.00186459
1023	82.99036421
1024	82.97785558
1025	82.9755034
1026	82.97505542
1027	82.9658676
1028	82.94702768
1029	82.93407115
1030	82.91823812
1031	82.90628971
1032	82.89222905
1033	82.88247339
1034	82.86449157
1035	82.84576508
1036	82.80363107
1037	82.79650386
1038	82.76845218
1039	82.73805526
1040	82.72401048
1041	82.70310115
1042	82.66937877
1043	82.62041188
1044	82.60803102
1045	82.59201698
1046	82.55496158
1047	82.53428568
1048	82.52664753
1049	82.52085456
1050	82.51379745
1051	82.50036704
1052	82.49881081
1053	82.49344043
1054	82.46699171
1055	82.45063932
1056	82.45018623
1057	82.43732929
1058	82.4208005
1059	82.41592199
1060	82.4009279
1061	82.39967241
1062	82.36520634
1063	82.35214777
1064	82.34779848
1065	82.3197581
1066	82.31608874
1067	82.31570889
1068	82.28669314
1069	82.24633115
1070	82.24190745
1071	82.24147668
1072	82.24067751
1073	82.23938265
1074	82.22640815
1075	82.20203597
1076	82.17821308
1077	82.16136623
1078	82.15103802
1079	82.13676984
1080	82.1177601
1081	82.09957002
1082	82.08710958
1083	82.07661478
1084	82.05246863
1085	82.03011887
1086	82.00701331
1087	81.9902988
1088	81.98807297
1089	81.9844216
1090	81.97767673
1091	81.97403792
1092	81.95331101
1093	81.94007748
1094	81.93862342
1095	81.92651956
1096	81.91457832
1097	81.87181362
1098	81.84266925
1099	81.81842439
1100	81.81302419
1101	81.80718041
1102	81.80650381
1103	81.79303436
1104	81.77951008
1105	81.76618602
1106	81.75511286
1107	81.75089961
1108	81.73174502
1109	81.73138403
1110	81.72543504
1111	81.70938374
1112	81.70897133
1113	81.69665927
1114	81.68362461
1115	81.66038911
1116	81.65477559
1117	81.65327133
1118	81.63270244
1119	81.62151498
1120	81.61274426
1121	81.59910612
1122	81.58620804
1123	81.55901522
1124	81.55101753
1125	81.54378618
1126	81.53378955
1127	81.51706977
1128	81.50224412
1129	81.48601726
1130	81.46623517
1131	81.46547448
1132	81.45693897
1133	81.44271127
1134	81.44219926
1135	81.42410956
1136	81.41799239
1137	81.41227193
1138	81.4038326
1139	81.38779283
1140	81.34762958
1141	81.34259236
1142	81.34031439
1143	81.32380861
1144	81.30656449
1145	81.28445299
1146	81.27582007
1147	81.26970271
1148	81.25649306
1149	81.24520873
1150	81.23905736
1151	81.22665791
1152	81.21586088
1153	81.19483959
1154	81.18545674
1155	81.16518343
1156	81.14489279
1157	81.13592078
1158	81.1156694
1159	81.11392339
1160	81.0964314
1161	81.0929453
1162	81.07224336
1163	81.06168122
1164	81.047062
1165	81.02857652
1166	81.02535077
1167	81.00716114
1168	81.00300725
1169	80.99413231
1170	80.9786701
1171	80.96486584
1172	80.95413026
1173	80.93197522
1174	80.91432181
1175	80.89018935
1176	80.85128009
1177	80.82606476
1178	80.8199322
1179	80.79960862
1180	80.79366345
1181	80.7789586
1182	80.76240343
1183	80.75862961
1184	80.75550917
1185	80.72465033
1186	80.7194184
1187	80.70500362
1188	80.69899773
1189	80.6524366
1190	80.64458319
1191	80.62711218
1192	80.62164338
1193	80.61777802
1194	80.60696494
1195	80.58417072
1196	80.57312269
1197	80.57019792
1198	80.56759707
1199	80.55667231
1200	80.55335793
1201	80.54870965
1202	80.53764979
1203	80.52248989
1204	80.52012781
1205	80.51584596
1206	80.49513567
1207	80.49182571
1208	80.47336877
1209	80.46877335
1210	80.46340601
1211	80.4548392
1212	80.44027164
1213	80.43386865
1214	80.41734459
1215	80.41043364
1216	80.38956473
1217	80.3508394
1218	80.34585256
1219	80.33039444
1220	80.30825989
1221	80.27677867
1222	80.27043651
1223	80.24929125
1224	80.22598429
1225	80.18929143
1226	80.17392735
1227	80.16356009
1228	80.13226792
1229	80.12539726
1230	80.11915906
1231	80.10685663
1232	80.09112464
1233	80.07037599
1234	80.04644495
1235	80.03377016
1236	80.00609002
1237	79.97988124
1238	79.97453078
1239	79.97202168
1240	79.96275489
1241	79.95476532
1242	79.91766702
1243	79.91011752
1244	79.90312456
1245	79.87051581
1246	79.85274748
1247	79.84578679
1248	79.83004908
1249	79.81051024
1250	79.80286558
1251	79.79213337
1252	79.76680837
1253	79.74888384
1254	79.74679926
1255	79.73597462
1256	79.71408723
1257	79.69623586
1258	79.66805539
1259	79.6532729
1260	79.64728223
1261	79.64074547
1262	79.59974846
1263	79.5752299
1264	79.57036236
1265	79.56597737
1266	79.54344981
1267	79.53338992
1268	79.51801472
1269	79.51148093
1270	79.50454454
1271	79.49688152
1272	79.48699729
1273	79.47535893
1274	79.4506478
1275	79.43787532
1276	79.41643975
1277	79.41081079
1278	79.40449175
1279	79.37602176
1280	79.35579569
1281	79.35022114
1282	79.31977121
1283	79.30477115
1284	79.293756
1285	79.2894232
1286	79.26438343
1287	79.26328131
1288	79.25907342
1289	79.23923778
1290	79.21787579
1291	79.21065835
1292	79.20288512
1293	79.18740427
1294	79.1641766
1295	79.15332705
1296	79.13806797
1297	79.12109048
1298	79.09937283
1299	79.08686325
1300	79.05900649
1301	79.04555228
1302	79.02023056
1303	79.0099647
1304	79.00365911
1305	79.00152624
1306	78.98511976
1307	78.97639687
1308	78.95529728
1309	78.92081056
1310	78.90662394
1311	78.90187437
1312	78.87611688
1313	78.8729635
1314	78.86572067
1315	78.8612376
1316	78.83677529
1317	78.8189072
1318	78.8130649
1319	78.78669969
1320	78.78303489
1321	78.7680478
1322	78.75421003
1323	78.74781269
1324	78.72217078
1325	78.71337121
1326	78.68544479
1327	78.68037389
1328	78.67430858
1329	78.66111645
1330	78.65789017
1331	78.63659178
1332	78.63076923
1333	78.62135842
1334	78.61320893
1335	78.59028371
1336	78.57499211
1337	78.56637618
1338	78.56415609
1339	78.56340381
1340	78.52713167
1341	78.52683747
1342	78.52293821
1343	78.49345731
1344	78.48679218
1345	78.4774677
1346	78.45273638
1347	78.45209758
1348	78.44549842
1349	78.43300572
1350	78.41248886
1351	78.40318058
1352	78.39666717
1353	78.39633214
1354	78.37578947
1355	78.3513169
1356	78.32486805
1357	78.32120774
1358	78.27327286
1359	78.27251462
1360	78.25370721
1361	78.23645459
1362	78.20751646
1363	78.18817029
1364	78.17922913
1365	78.1750834
1366	78.16675022
1367	78.16012552
1368	78.1398405
1369	78.12798243
1370	78.12128062
1371	78.11500059
1372	78.10826913
1373	78.09513133
1374	78.0834638
1375	78.07281768
1376	78.03108092
1377	78.02726535
1378	78.0177422
1379	78.01605418
1380	78.00491195
1381	77.98001802
1382	77.96653164
1383	77.96282664
1384	77.96233702
1385	77.93767681
1386	77.91993932
1387	77.90118969
1388	77.89230401
1389	77.88096434
1390	77.88049472
1391	77.86115278
1392	77.84648895
1393	77.83913151
1394	77.82856543
1395	77.81937588
1396	77.80700739
1397	77.78493269
1398	77.77932491
1399	77.75643837
1400	77.74471199
1401	77.72117142
1402	77.71663545
1403	77.71243273
1404	77.70593573
1405	77.68959919
1406	77.68307759
1407	77.65787788
1408	77.63303548
1409	77.62094495
1410	77.61832969
1411	77.60044114
1412	77.59400897
1413	77.59327103
1414	77.58769986
1415	77.55767624
1416	77.54709717
1417	77.53592505
1418	77.52048994
1419	77.51032454
1420	77.49933553
1421	77.48605278
1422	77.47710631
1423	77.47101171
1424	77.4629649
1425	77.44665093
1426	77.43384688
1427	77.41578125
1428	77.41518838
1429	77.4146578
1430	77.40015982
1431	77.39761914
1432	77.38529837
1433	77.38353496
1434	77.37125434
1435	77.36952163
1436	77.35951939
1437	77.35205673
1438	77.34639523
1439	77.33968838
1440	77.335036
1441	77.33426661
1442	77.32250008
1443	77.3053565
1444	77.29289449
1445	77.25329291
1446	77.24590875
1447	77.23104871
1448	77.21782129
1449	77.20705288
1450	77.16825691
1451	77.15495529
1452	77.14501125
1453	77.13197834
1454	77.10767567
1455	77.09433082
1456	77.08219327
1457	77.06086974
1458	77.04052798
1459	77.02432976
1460	77.01818743
1461	77.01262832
1462	77.00760523
1463	76.99595678
1464	76.98893312
1465	76.95415071
1466	76.9370189
1467	76.9358841
1468	76.92107008
1469	76.91351046
1470	76.90033472
1471	76.86033277
1472	76.8562676
1473	76.84177258
1474	76.8361058
1475	76.83320985
1476	76.81511502
1477	76.80264502
1478	76.79922555
1479	76.75820116
1480	76.73430747
1481	76.72927536
1482	76.70303374
1483	76.69343428
1484	76.68711031
1485	76.68582636
1486	76.67153565
1487	76.65896617
1488	76.65163041
1489	76.64302301
1490	76.6328628
1491	76.62559097
1492	76.62273071
1493	76.62192276
1494	76.61753132
1495	76.61690712
1496	76.61006188
1497	76.59739256
1498	76.5909473
1499	76.58952936
